,약국명,주소,전화번호,토요일영업여부,일요일영업여부,토요일종료시간,일요일종료시간
1125,드림온누리약국,"서울특별시 도봉구 마들로 551, 상가동 1층 120호 (창동, 쌍용아파트)",02-999-1514,Y,N,1400,None
1126,드림온누리약국,서울특별시 양천구 목동중앙본로 68-1 (목동),02-2062-8872,Y,N,2100,None
1127,드림케어약국,서울특별시 강남구 압구정로 162 (신사동) 1층 107호,070-8848-2878,Y,N,1800,None
1128,드림팜약국,"서울특별시 강동구 아리수로93길 27, 405호(강일동,강일타워)",02-441-7582,Y,N,1800,None
1129,든든약국,"서울특별시 성동구 아차산로 113, 삼진빌딩 3층 303-2호 (성수동2가)",02-469-0749,Y,N,1300,None
1130,디딤온누리약국,"서울특별시 광진구 천호대로 653, 1층 (중곡동)",02-456-9972,Y,N,1400,None
1131,디엠씨4번출구약국,서울특별시 은평구 수색로 지하 175 1층 003호,02-2039-0190,Y,Y,1800,1800
1132,디오빌약국,서울특별시 영등포구 당산로 222,02-2633-5545,Y,N,1600,None
1133,디타워약국,"서울특별시 종로구 통일로 134, 디타워(돈의문) 지하1층 (평동)",02-6390-5753,Y,N,1330,None
1134,따뜻한약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 304-1호 (종로1가)",0220757333,Y,N,1400,None
1135,딸기약국,"서울특별시 노원구 화랑로51길 78, 상가동 1층 103호 (공릉동, 비선아파트)",02-978-1430,Y,N,1700,None
1136,땡큐약국,"서울특별시 강동구 천호대로 1116, 1층 103호 (성내동, 라이저강동빌딩)",070-4184-0026,Y,N,1530,None
1137,뚝도약국,"서울특별시 광진구 뚝섬로 595, 1층 (자양동)",02-454-3222,Y,Y,1400,1400
1138,뚝섬스타약국,"서울특별시 성동구 아차산로 42, 지하1층 (성수동1가)",02-499-2600,Y,N,1500,None
1139,라라약국,"서울특별시 노원구 동일로203가길 29, 271호, 272호 (중계동, 중계브라운스톤)",02-948-8823,Y,N,1400,None
1140,라라약국,"서울특별시 강남구 테헤란로 125, 지하1층 (역삼동)",070-7705-7339,Y,N,2100,None
1141,라라온누리약국,"서울특별시 강북구 도봉로 295, 1층 (수유동)",02-998-1335,Y,N,1400,None
1142,라미약국,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",02-412-0199,Y,N,1830,None
1143,라벤더약국,"서울특별시 서초구 강남대로 449, 영신빌딩 지하2층 (서초동)",050-71399-1085,Y,N,1630,None
1144,라온365온누리약국,"서울특별시 강서구 화곡로 166, 1층 (화곡동)",02-2699-6924,Y,Y,1900,1900
1145,라온약국,"서울특별시 구로구 새말로 97, 신도림테크노마트 사무동 10층 (구로동)",02-837-9998,Y,Y,1600,1600
1146,라온약국,"서울특별시 강동구 성안로 155  (천호동, 강동역두산위브센티움)",02-476-1918,Y,N,1900,None
1147,라온약국,"서울특별시 서초구 반포대로 291, 4층 434호 (반포동)",02-537-8297,Y,N,1500,None
1148,라온약국,"서울특별시 강서구 양천로 570, 115호 (등촌동)",02-2013-5677,Y,Y,1500,1500
1149,라온약국,"서울특별시 강남구 강남대로 318, 1층 (역삼동)",02-2193-9100,Y,N,1730,None
1150,라온약국,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",02-3431-4485,Y,Y,2200,2200
1151,라온온누리약국,"서울특별시 관악구 신림로 344, SK허브그린 107,108호 (신림동)",02-889-8875,Y,N,1500,None
1152,라온온누리약국,"서울특별시 양천구 신월로 179, 1층 (신월동)",02-6956-0980,Y,Y,1800,1810
1153,라이프약국,"서울특별시 마포구 신촌로 190, 1층 (염리동)",02-706-0893,Y,N,1400,None
1154,라이프약국,"서울특별시 강남구 삼성로149길 32, 102호 (청담동)",02-549-4750,Y,N,1400,None
1155,라이프약국,"서울특별시 동대문구 사가정로 111-1, 1층 (전농동)",02-2216-0878,Y,N,1500,None
1156,라임약국,서울특별시 동작구 여의대방로 142 (대방동),02-813-7779,Y,N,1500,None
1157,라임약국,"서울특별시 서초구 서초중앙로 229, 1층 (반포동)",02-554-1390,Y,Y,1500,1300
1158,라임약국,"서울특별시 마포구 신촌로 170, 2층 상가 311호(대흥동, 이대역푸르지오시티)",02-703-3311,Y,N,1500,None
1159,라임약국,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",02-702-5632,Y,Y,1900,1900
1160,라임약국,"서울특별시 송파구 마천로 25, 1층 (방이동)",02-3432-7582,Y,N,1400,None
1161,라임약국,"서울특별시 노원구 노해로 485, 101호 (상계동, 금정빌딩)",02-939-1394,Y,N,2000,None
1162,라임약국,"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 107호 (구의동)",02-453-0770,Y,N,1400,None
1163,라임약국,"서울특별시 중구 퇴계로 447, 218-1호 (황학동, 황학 아크로타워)",02-2231-6191,Y,N,1400,None
1164,라임약국,서울특별시 관악구 난곡로 215 (신림동),02-857-1779,Y,N,1400,None
1165,라임약국,서울특별시 강서구 강서로13길 3 (화곡동),070-8868-9161,Y,N,1400,None
1166,라임약국,"서울특별시 금천구 디지털로9길 56, 코오롱테크노밸리 109호 (가산동)",02-867-3776,Y,N,1500,None
1167,라파약국,"서울특별시 동작구 상도로 348, 평강빌딩 1층 (상도동)",02-817-2846,Y,N,1600,None
1168,라파엘약국,"서울특별시 강서구 강서로 460, 평안빌딩 1층 101호 (등촌동)",02-3662-3335,Y,N,1500,None
1169,라파온누리약국,"서울특별시 도봉구 우이천로4길 42, 1층 (창동)",02-995-4998,N,Y,None,2030
1170,락희온누리약국,"서울특별시 송파구 송파대로 381, 형제빌딩 1층 (석촌동)",02-419-8575,Y,N,1500,None
1171,래미안나나약국,"서울특별시 구로구 디지털로31길 86 (구로동, 삼성래미안아파트)",02-855-5826,Y,N,1400,None
1172,래미안스타약국,"서울특별시 용산구 한강대로 95, 지하2층 208호 (한강로2가, 래미안용산 더 센트럴)",02-2088-3335,Y,N,1400,None
1173,래미안약국,"서울특별시 동대문구 전농로3길 78-1, 1층 (답십리동)",02-6229-1863,Y,N,1600,None
1174,래미안약국,"서울특별시 성북구 숭인로 50, 상가동 2302호 (길음동, 래미안길음센터피스)",02-981-9993,Y,N,1400,None
1175,래미안온누리약국,서울특별시 영등포구 당산로 214,02-2675-5250,Y,Y,2200,1700
1176,럭키약국,"서울특별시 강동구 천호대로 1053, 이안 강동 컴홈스테이 1차 (천호동)",02-6053-0533,Y,Y,1400,1400
1177,레몬약국,"서울특별시 광진구 아차산로 478, 4층 (구의동,그레이스빌딩)",02-452-7736,Y,N,1400,None
1178,레몬약국,"서울특별시 서대문구 통일로 510, 상가동 지2층 107호 (홍은동, 북한산 더샵)",02-391-0199,Y,N,1400,None
1179,레스큐약국,서울특별시 양천구 목동서로 49 (목동),02-2653-2119,Y,N,1400,None
1180,레이첼약국,"서울특별시 강남구 강남대로 470, 808타워 5층 502호 (역삼동)",02-6013-9151,Y,Y,1700,1700
1181,레이크이화약국,"서울특별시 송파구 석촌호수로 135, 레이크팰리스 A동 122호 (잠실동)",070-4897-7137,Y,N,1500,None
1182,렉슬4층약국,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 4층 405-1호 (도곡동)",02-574-6674,Y,Y,1400,1400
1183,로데오약국,서울특별시 강남구 선릉로 823  (신사동),02-540-4091,Y,N,1800,None
1184,로데오약국,서울특별시 중랑구 면목로 330 (면목동),02-495-1977,Y,Y,1900,1900
1185,로데오약국,서울특별시 양천구 신정중앙로23길 3,02-2606-2567,Y,N,2200,None
1186,로뎀약국,"서울특별시 관악구 난곡로 349, 1층 102호 (신림동)",02-863-8975,Y,N,1430,None
1187,로뎀약국,"서울특별시 관악구 난곡로 349, 1층 102호 (신림동)",02-863-8975,Y,N,1430,None
1188,로얄약국,"서울특별시 영등포구 국회대로37길 25, (당산동4가)",02-2633-2822,Y,N,1400,None
1189,로얄약국,서울특별시 영등포구 국회대로37길 25 (당산동4가),02-2633-2822,Y,N,1400,None
1190,로얄약국,"서울특별시 중랑구 망우로 247, 로얄스포츠센터 1층 (중화동)",02-2207-2080,Y,N,1530,None
1191,롯데프라자약국,"서울특별시 금천구 시흥대로 291, 268호 (독산동, 금천롯데캐슬골드파크3차)",02-6012-9988,Y,N,1430,None
1192,롱약국,"서울특별시 마포구 양화로 지하 55, 합정역 B1  238-105호 (서교동)",070-8098-4603,Y,Y,2230,2230
1193,루비약국,"서울특별시 강남구 논현로 823, 101호 (신사동)",02-542-1215,Y,N,1900,None
1194,루터약국,"서울특별시 송파구 올림픽로35다길 42, 한국루터회관 1층 (신천동)",02-6424-7050,Y,N,1600,None
1195,르네약국,"서울특별시 송파구 삼전로 66, SM76(순명빌딩) 1층 102호 (삼전동)",02-421-2110,Y,Y,2000,2200
1196,르씨엘약국,"서울특별시 강남구 학동로 215, 101호,107호 (논현동)",02-540-0047,Y,Y,1730,1730
1197,르호봇약국,서울특별시 마포구 서강로 133 병우빌딩 4층,02-3141-7891,Y,N,1230,None
1198,리더스약국,"서울특별시 금천구 벚꽃로 286, 삼성리더스타워 1층 110-1호 (가산동)",02-835-1157,Y,N,1500,None
1199,리더스약국,"서울특별시 서초구 강남대로 349, 우남빌딩 6층 (서초동)",02-522-0121,Y,N,1600,None
1200,리드팜힘찬약국,"서울특별시 관악구 은천로 109, 1층 (봉천동)",02-885-7422,Y,Y,2110,1900
1201,리본약국,"서울특별시 강남구 도산대로16길 6, 1층 일부호 (논현동)",02-543-9005,Y,N,1700,None
1202,리센츠약국,"서울특별시 송파구 올림픽로 145, 리센츠 3층 3A36호 (잠실동)",02-421-3610,Y,N,1500,None
1203,리엔약국,"서울특별시 강동구 상일로 74, 상가2동 2층 203호 (상일동, 고덕리엔파크3단지아파트)",02-441-9377,Y,N,1400,None
1204,리즈약국,"서울특별시 서초구 반포대로18길 36, 상가동 104호 (서초동, 서초센트럴IPARK)",02-521-8887,Y,Y,2100,1600
1205,릴리약국,"서울특별시 서초구 강남대로 563, 1층 (잠원동)",02-511-5630,Y,N,1600,None
1206,마곡나루약국,"서울특별시 강서구 마곡서로 157, 스프링파크타워 208-2호 (마곡동)",070-4352-4547,Y,N,1500,None
1207,마곡메디칼약국,"서울특별시 강서구 마곡중앙5로 81, 107, 108호 (마곡동, 에스비타운)",02-2665-7585,Y,Y,1500,1300
1208,마곡새봄약국,"서울특별시 강서구 강서로 463, 새싹타워 1층 (마곡동)",02-2659-6470,Y,N,1500,None
1209,마곡소망약국,서울특별시 강서구 마곡중앙5로 6 2층 233호,02-3662-6111,Y,N,1700,None
1210,마곡스타약국,"서울특별시 강서구 공항대로 168, 1층 106-1호 (마곡동)",02-6407-3535,Y,N,1500,None
1211,마곡열린약국,"서울특별시 강서구 방화대로 294, 마곡더블유타워 114, 115호 (마곡동)",02-2661-8171,Y,N,1500,None
1212,마곡온약국,"서울특별시 강서구 공항대로 228, 1층 110호 (마곡동)",02-6953-2122,Y,N,1400,None
1213,마곡프라자약국,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 105~106호 (마곡동)",070-8881-1122,Y,Y,1400,1300
1214,마곡하나약국,"서울특별시 강서구 강서로 385, 106호 (마곡동, 우성에스비타워)",02-3664-0319,Y,Y,1830,1420
1215,마니약국,"서울특별시 강남구 강남대로 428, 1층 (역삼동)",02-562-6201,Y,N,2100,None
1216,마더스약국,서울특별시 관악구 난곡로 226 (신림동),02-867-6464,Y,Y,1500,1700
1217,마들소망약국,서울특별시 노원구 동일로 1530 ,02-934-6627,Y,N,1500,None
1218,마들하나로약국,"서울특별시 노원구 동일로 1529, 303호 (상계동)",02-931-9267,Y,N,1630,None
1219,마들한중약국,"서울특별시 노원구 동일로 1529, 합동빌딩 203호 (상계동)",02-937-3393,Y,N,1830,None
1220,마래푸약국,"서울특별시 마포구 신촌로34길 37, 1층 (아현동)",02-362-2080,Y,Y,2130,2130
1221,마루약국,"서울특별시 강서구 강서로 399, 마곡하이마루 210호 (마곡동)",02-3663-3563,Y,N,1630,None
1222,마리약국,서울특별시 마포구 마포대로 109,02-6009-1166,Y,N,1400,None
1223,마리약국,"서울특별시 강남구 논현로155길 6, 106호 (신사동)",070-8950-8548,Y,N,1630,None
1224,마미약국,"서울특별시 금천구 금하로 720, 에벤에셀프라자 2층 206호 (시흥동)",02-895-8902,Y,N,1500,None
1225,마법의약국,"서울특별시 강서구 공항대로 186, 로뎀타워 2층 205-1호 (마곡동)",02-6396-3600,Y,N,1600,None
1226,마음약국,"서울특별시 동대문구 왕산로 183, 1층 (청량리동)",02-964-0675,Y,N,1400,None
1227,마음약국,"서울특별시 관악구 남현길 7, 한일프라자 1층 (남현동)",02-585-8908,Y,N,1800,None
1228,마음약국,"서울특별시 영등포구 선유로 59, 104호 (문래동6가,문래아카데미)",02-2678-9135,Y,N,1500,None
1229,마음약국,"서울특별시 노원구 동일로 1417, 1층 (상계동)",02-930-8393,Y,N,1400,None
1230,마장백화점약국,"서울특별시 동대문구 고산자로 410, 1층 (용두동)",02-962-1161,Y,Y,2300,2300
1231,마천푸른솔약국,"서울특별시 송파구 거마로 60, 1층(마천동)",02-409-6704,Y,Y,2000,2000
1232,마천행복한약국,"서울특별시 송파구 마천로51길 2, 수정빌딩 (마천동)",02-449-5982,Y,N,1530,None
1233,마트약국,"서울특별시 중랑구 동일로 932, 301호 (묵동, 묵동자이아파트)",02-979-8606,Y,N,1500,None
1234,마트온누리약국,서울특별시 양천구 오목로 299,02-2651-3467,Y,Y,2230,2230
1235,마포보건약국,"서울특별시 마포구 월드컵로 204, 이안상암 105호 (성산동)",02-392-3169,Y,N,1900,None
1236,마포삼성약국,"서울특별시 마포구 도화길 33, 1층 우측호 (도화동)",02-712-8988,Y,N,2000,None
1237,마포온누리약국,"서울특별시 마포구 큰우물로 76, 고려빌딩 101호 (도화동)",02-717-0608,Y,N,1700,None
1238,마포웰츠약국,"서울특별시 마포구 백범로 202, 201호 (신공덕동, 마포KCC웰츠타워)",02-715-6034,Y,N,1300,None
1239,마포초록약국,"서울특별시 마포구 토정로 271, 대현빌딩 1층 (용강동)",070-8820-7879,Y,N,1800,None
1240,마프자서울약국,"서울특별시 마포구 대흥로24길 24, 상가A동 206호 (염리동)",02-711-3119,Y,Y,1500,1430
1241,만남의약국,서울특별시 강북구 삼양로 675 (우이동),02-904-8275,Y,Y,2000,2000
1242,만약국,"서울특별시 강남구 도곡로99길 31, 지하1층 (대치동)",02-2039-7862,Y,N,1330,None
1243,맑은샘약국,서울특별시 동대문구 천호대로83길 39 (장안동),02-422-5060,Y,Y,1800,1800
1244,맑은샘약국,"서울특별시 강동구 천중로 237, 1층 (길동)",02-477-3002,Y,N,1400,None
1245,맑은샘약국,"서울특별시 성동구 금호로 117, 상가동 지2층 28-1호 (금호동2가, 금호자이1차)",02-2236-1858,Y,Y,1400,1400
1246,맑은샘약국,서울특별시 동작구 장승배기로 110 (노량진동),02-825-8175,Y,Y,1600,1300
1247,맑은샘온누리약국,서울특별시 성북구 보문로 157  (삼선동5가),02-928-8911,Y,N,1500,None
1248,맑은수약국,"서울특별시 구로구 개봉로 47, 1층 (개봉동)",02-2066-7062,Y,N,1430,None
1249,맑은수약국,"서울특별시 영등포구 여의대방로 65, 돈보스코청소년센터 2층 8호 (신길동)",02-843-2008,Y,N,1400,None
1250,맑은약국,서울특별시 영등포구 당산로 42,02-2165-8210,Y,Y,2230,2230
1251,맑은약국,"서울특별시 강서구 양천로 600, 1층 (등촌동)",02-2083-0456,Y,N,2200,None
1252,맑은약국,"서울특별시 은평구 진관2로 57-7, 253동 104호 (진관동, 은평뉴타운우물골)",02-389-0875,Y,Y,1600,1300
1253,맑은약국,"서울특별시 서대문구 신촌로 107, 세인빌딩 1층 (창천동)",02-363-3668,Y,N,1600,None
1254,맑은약국,서울특별시 구로구 경인로40길 47,02-2617-2190,Y,Y,2130,2130
1255,맑은온누리약국,"서울특별시 송파구 새말로 125, 어은회관 107호 (문정동)",02-402-9211,Y,N,1500,None
1256,맑은하늘약국,"서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 1층 101호 (개포동)",02-576-0415,Y,N,1500,None
1257,맑음약국,"서울특별시 관악구 남부순환로 1635, 1층 (신림동)",02-3285-1966,Y,N,1500,None
1258,맘스케어약국,"서울특별시 마포구 마포대로 201 (아현동, 마포트라팰리스2차)",02-365-4110,Y,N,1400,None
1259,맘온누리약국,"서울특별시 강서구 공항대로 168, 117,118호 (마곡동)",02-2661-7327,Y,Y,1700,1700
1260,맘이편한약국,"서울특별시 관악구 신림로 357, 1층 (신림동)",02-888-8848,Y,Y,2300,2300
1261,망원그랜드약국,"서울특별시 마포구 월드컵로 79, 유용빌딩 1층 (망원동)",02-322-2862,Y,N,1700,None
1262,망원시장약국,"서울특별시 마포구 월드컵로13길 56, 1층 (망원동)",02-790-7527,Y,Y,2200,2200
1263,망원우리약국,"서울특별시 마포구 망원로8길 55, 구앤윤브릭하우스 1층 (망원동)",02-332-6847,Y,N,2100,None
1264,매일약국,"서울특별시 관악구 인헌길 39, 법향빌 1층 (봉천동)",02-6407-0397,Y,N,1530,None
